_id,Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
24677,2020,Jan-Mar,1028828,6055933.0,315493,White,F,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,24677
24678,2020,Apr-June,1039500,6016549.0,323367,Black,F,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,24678
24679,2020,July-Sept,1028793,6055790.0,320577,White,F,Aged 55 to 64 years,Not a youth,14,,1.0,"FTA/FTC, Compliance Check & Parollee",,,1.0,,,,None,None,None,None,None,24679
24680,2020,July-Sept,1033439,6001994.0,320577,White,F,Aged 55 to 64 years,Not a youth,14,,1.0,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,24680
24681,2020,Oct-Dec,1032415,6023787.0,320577,White,F,Aged 55 to 64 years,Not a youth,14,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,24681
24682,2021,July-Sept,1011976,6000108.0,320577,White,F,Aged 55 to 64 years,Not a youth,14,,1.0,LLA,,,,,,,None,None,None,None,None,24682
24683,2020,Apr-June,1006582,6050034.0,329444,White,M,Aged 18 to 24 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1.0,None,None,None,None,None,24683
24684,2020,Jan-Mar,1015045,6004977.0,323955,Unknown or Legacy,F,Aged 18 to 24 years,Not a youth,41,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24684
24685,2020,July-Sept,1002501,6030920.0,324239,White,M,Aged 25 to 34 years,Not a youth,42,1.0,1.0,Assault & Other crimes against persons,,,,,,,1,0,0,0,0,24685
24686,2021,July-Sept,1011654,6004595.0,311825,White,M,Aged 18 to 24 years,Not a youth,22,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,24686
24687,2020,Jan-Mar,1029890,6011849.0,301956,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,24687
24688,2021,Apr-June,1012055,6050814.0,324094,Black,M,Aged 35 to 44 years,Not a youth,41,,,Assault,,,,,,,None,None,None,None,None,24688
24689,2021,Apr-June,1019357,6058069.0,324094,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,41,,1.0,Assault,,,,,,,None,None,None,None,None,24689
24690,2021,July-Sept,1024294,6061416.0,324094,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,24690
24691,2020,Jan-Mar,1021337,6059656.0,325248,Black,M,Aged 25 to 34 years,Not a youth,43,1.0,1.0,Robbery & Theft,,,,,,,1,1,1,1,0,24691
24692,2020,Oct-Dec,1022352,6014062.0,316489,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,24692
24693,2021,Jan-Mar,1039615,6050300.0,308755,White,M,Aged 45 to 54 years,Not a youth,55,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,24693
24694,2020,Apr-June,1038293,6056185.0,309617,Unknown or Legacy,M,Aged 45 to 54 years,Not a youth,XX,,,Harassment & Threatening,,,,,,1.0,None,None,None,None,None,24694
24695,2021,Apr-June,1051268,6010171.0,316877,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Police Category - Administrative,,,,,,,None,None,None,None,None,24695
24696,2021,Jan-Mar,1058250,6007650.0,307761,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,24696
24697,2021,July-Sept,1013075,6032496.0,335686,White,M,Aged 18 to 24 years,Not a youth,23,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,24697
24698,2021,Apr-June,1030882,6009369.0,316877,Black,M,Aged 18 to 24 years,Not a youth,41,,1.0,Weapons,,,,,,,None,None,None,None,None,24698
24699,2021,Oct-Dec,1041541,6033679.0,317922,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,,,1.0,,,None,None,None,None,None,24699
24700,2021,Oct-Dec,1021956,6042288.0,303520,White,F,Aged 25 to 34 years,Not a youth,XX,,,Assault,,1.0,1.0,,,,None,None,None,None,None,24700
24701,2020,Apr-June,1055696,6046938.0,334756,Black,M,Aged 17 years and younger,Youth (aged 17 and younger),31,,1.0,Other Offence,,,,,,1.0,None,None,None,None,None,24701
24702,2020,Jan-Mar,1004130,6056022.0,302642,White,M,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,24702
24703,2020,Apr-June,1008142,6052179.0,302902,Black,M,Aged 18 to 24 years,Not a youth,43,1.0,1.0,Other Offence,,,1.0,,1.0,,1,1,1,1,1,24703
24704,2020,Oct-Dec,1024948,6023671.0,334756,Black,M,Aged 17 years and younger,Youth (aged 17 and younger),31,1.0,1.0,Warrant,,,,,,1.0,1,1,0,0,1,24704
24705,2021,July-Sept,1018420,6039643.0,308308,Black,F,Aged 55 to 64 years,Not a youth,42,,1.0,Weapons,,,,,,,None,None,None,None,None,24705
24706,2020,Apr-June,1044878,6059431.0,336244,Black,M,Aged 25 to 34 years,Not a youth,41,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,0,0,0,0,0,24706
24707,2021,Jan-Mar,1021661,6007622.0,308646,Black,M,Aged 17 years and under,Youth (aged 17 years and under),31,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,24707
24708,2020,Jan-Mar,1059372,6057878.0,333919,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,24708
24709,2020,Jan-Mar,1010646,6004875.0,337282,White,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,24709
24710,2020,Jan-Mar,1010206,6004911.0,322200,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24710
24711,2020,Apr-June,1027818,6038841.0,322200,South Asian,M,Aged 35 to 44 years,Not a youth,22,,1.0,Harassment & Threatening,,,,,,,None,None,None,None,None,24711
24712,2021,Apr-June,1019392,6005679.0,303381,White,F,Aged 25 to 34 years,Not a youth,14,,,Harassment/Threatening,,,,,,,None,None,None,None,None,24712
24713,2021,Oct-Dec,1012892,6008867.0,327601,Middle-Eastern,M,Aged 55 to 64 years,Not a youth,XX,,,Warrant,,,,,,,None,None,None,None,None,24713
24714,2020,Apr-June,1049749,6016089.0,330172,White,M,Aged 18 to 24 years,Not a youth,52,,,Warrant,,,,,,,None,None,None,None,None,24714
24715,2021,Oct-Dec,1009903,6006539.0,323273,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,41,,1.0,Crimes against Children,,,,,,1.0,None,None,None,None,None,24715
24716,2021,July-Sept,1030025,6016015.0,313631,White,F,Aged 25 to 34 years,Not a youth,XX,,,Drug Related,,,,,,1.0,None,None,None,None,None,24716
24717,2021,Oct-Dec,1053331,6037365.0,329667,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,24717
24718,2021,Oct-Dec,1033103,6017948.0,309651,Latino,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,24718
24719,2020,Jan-Mar,1008547,6045116.0,324748,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24719
24720,2020,July-Sept,1030230,6008192.0,324748,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,24720
24721,2020,July-Sept,1038970,6010521.0,319419,Unknown or Legacy,M,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,24721
24722,2020,July-Sept,1042166,6009072.0,319419,Black,M,Aged 18 to 24 years,Not a youth,12,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,24722
24723,2021,July-Sept,1022050,6048954.0,319419,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,24723
24724,2021,Oct-Dec,1031392,6007847.0,319419,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Robbery/Theft,,,,,,1.0,None,None,None,None,None,24724
24725,2021,Oct-Dec,1038463,6040118.0,319419,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Mischief,,,,,,1.0,None,None,None,None,None,24725
24726,2020,Oct-Dec,1025709,6009030.0,336458,Black,M,Aged 18 to 24 years,Not a youth,43,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,1,0,1,0,0,24726
24727,2021,Jan-Mar,1012517,6004712.0,319042,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,1.0,None,None,None,None,None,24727
24728,2021,Oct-Dec,1006811,6049415.0,300360,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,24728
24729,2021,Jan-Mar,1047860,6030260.0,300060,Unknown or Legacy,M,Aged 55 to 64 years,Not a youth,32,,,Assault,,,,,,,None,None,None,None,None,24729
24730,2020,Oct-Dec,1046413,6010383.0,327138,White,M,Aged 35 to 44 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24730
24731,2020,Jan-Mar,1004677,6009083.0,302533,Black,F,Aged 17 years and younger,Youth (aged 17 and younger),43,,,Warrant,,,,,,,None,None,None,None,None,24731
24732,2020,Jan-Mar,1041078,6061953.0,302533,Black,F,Aged 17 years and younger,Youth (aged 17 and younger),41,,1.0,Robbery & Theft,,,,,,,None,None,None,None,None,24732
24733,2020,July-Sept,1002971,6031314.0,302533,Black,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,24733
24734,2020,July-Sept,1020663,6062753.0,302533,Black,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Warrant,,,,,,,None,None,None,None,None,24734
24735,2020,July-Sept,1020912,6014210.0,302533,Black,F,Aged 17 years and younger,Youth (aged 17 and younger),42,,1.0,Robbery & Theft,,,,,,1.0,None,None,None,None,None,24735
24736,2021,Apr-June,1002364,6043658.0,302533,Black,F,Aged 17 years and under,Youth (aged 17 years and under),43,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,24736
24737,2020,July-Sept,1042908,6059455.0,323342,Unknown or Legacy,M,Aged 65 and older,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,1.0,None,None,None,None,None,24737
24738,2021,Jan-Mar,1052525,6001197.0,323403,Black,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Assault,,,,,,,None,None,None,None,None,24738
24739,2021,Jan-Mar,1033440,6049450.0,317682,Black,F,Aged 45 to 54 years,Not a youth,42,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,24739
24740,2020,Apr-June,1005271,6007083.0,313443,White,F,Aged 25 to 34 years,Not a youth,XX,,,Drug Related,,,,,,,None,None,None,None,None,24740
24741,2020,Oct-Dec,1010751,6030209.0,308524,Latino,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24741
24742,2020,Oct-Dec,1031402,6058269.0,316586,White,M,Aged 45 to 54 years,Not a youth,31,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,24742
24743,2020,July-Sept,1043998,6039641.0,316759,White,M,Aged 18 to 24 years,Not a youth,XX,,,Other Offence,,,,,,1.0,None,None,None,None,None,24743
24744,2020,July-Sept,1052869,6046518.0,316759,Black,M,Aged 18 to 24 years,Not a youth,14,,,Drug Related,,,,,,,None,None,None,None,None,24744
24745,2021,July-Sept,1002511,6041797.0,329060,White,M,Aged 45 to 54 years,Not a youth,11,,1.0,Harassment/Threatening,,,,,,,None,None,None,None,None,24745
24746,2021,Jan-Mar,1002199,6011336.0,303835,White,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Drug Related,,,,,,,None,None,None,None,None,24746
24747,2021,Apr-June,1027872,6028918.0,310134,Middle-Eastern,M,Aged 25 to 34 years,Not a youth,XX,,,Weapons,,,,,,1.0,None,None,None,None,None,24747
24748,2020,July-Sept,1018776,6004106.0,307623,East/Southeast Asian,M,Aged 45 to 54 years,Not a youth,43,,1.0,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,24748
24749,2020,July-Sept,1029094,6016744.0,305422,Black,M,Aged 18 to 24 years,Not a youth,51,1.0,1.0,Weapons & Homicide,,,,,,,0,0,0,1,1,24749
24750,2021,Oct-Dec,1027508,6027404.0,325321,White,M,Aged 18 to 24 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,24750
24751,2021,July-Sept,1052815,6033487.0,311771,Black,M,Aged 45 to 54 years,Not a youth,XX,,,Assault,,,,,,1.0,None,None,None,None,None,24751
24752,2021,July-Sept,1041988,6014753.0,320467,White,M,Aged 25 to 34 years,Not a youth,11,,,Assault,,,,,,,None,None,None,None,None,24752
24753,2020,Apr-June,1017467,6028370.0,302402,Black,M,Aged 45 to 54 years,Not a youth,11,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,24753
24754,2020,July-Sept,1014948,6028234.0,310448,White,M,Aged 45 to 54 years,Not a youth,33,,1.0,Sexual Related Crimes & Crimes Against Children,,,,,,,None,None,None,None,None,24754
24755,2021,Oct-Dec,1027786,6027454.0,336467,White,F,Aged 35 to 44 years,Not a youth,XX,,,Other Statute,,1.0,,1.0,,,None,None,None,None,None,24755
24756,2021,Jan-Mar,1052260,6009545.0,329885,White,M,Aged 25 to 34 years,Not a youth,23,,1.0,Harassment/Threatening,,,,,,1.0,None,None,None,None,None,24756
24757,2021,Apr-June,1038895,6029318.0,329885,White,M,Aged 25 to 34 years,Not a youth,XX,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,24757
24758,2021,Apr-June,1053169,6051592.0,305349,South Asian,M,Aged 25 to 34 years,Not a youth,32,,1.0,Sexual Related Crime,,,,,,,None,None,None,None,None,24758
24759,2020,July-Sept,1033412,6050693.0,331061,White,M,Aged 45 to 54 years,Not a youth,13,,,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,24759
24760,2020,Oct-Dec,1046121,6033549.0,335412,Black,F,Aged 45 to 54 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24760
24761,2020,Apr-June,1014546,6041422.0,316178,White,M,Aged 18 to 24 years,Not a youth,23,,,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,24761
24762,2020,Jan-Mar,1015019,6032854.0,334063,Unknown or Legacy,M,Aged 18 to 24 years,Not a youth,32,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,24762
24763,2020,Apr-June,1009485,6012874.0,327700,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24763
24764,2021,Jan-Mar,1042536,6001154.0,327700,Black,M,Aged 18 to 24 years,Not a youth,14,,,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,24764
24765,2021,Apr-June,1022844,6061801.0,324535,South Asian,M,Aged 45 to 54 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,24765
24766,2020,Oct-Dec,1047969,6042655.0,320392,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,51,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24766
24767,2021,Jan-Mar,1033362,6041665.0,320392,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,14,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,24767
24768,2021,Jan-Mar,1016442,6013190.0,322915,White,M,Aged 18 to 24 years,Not a youth,43,,,Assault,,,,,,,None,None,None,None,None,24768
24769,2021,Oct-Dec,1031169,6050257.0,315288,Black,M,Aged 25 to 34 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,24769
24770,2021,Jan-Mar,1034427,6022449.0,315862,Black,M,Aged 25 to 34 years,Not a youth,52,,1.0,Assault,,,,,1.0,,None,None,None,None,None,24770
24771,2021,Apr-June,1023939,6062114.0,315862,Black,M,Aged 25 to 34 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,24771
24772,2021,July-Sept,1009407,6001201.0,315862,Black,M,Aged 25 to 34 years,Not a youth,52,,1.0,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,24772
24773,2021,Jan-Mar,1002833,6034851.0,334361,White,F,Aged 25 to 34 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,24773
24774,2021,Oct-Dec,1029186,6003930.0,329367,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,32,,,Mischief,,,,,,,None,None,None,None,None,24774
24775,2021,July-Sept,1059572,6060521.0,323988,South Asian,M,Aged 25 to 34 years,Not a youth,42,,1.0,Assault,,,,,,1.0,None,None,None,None,None,24775
24776,2021,Jan-Mar,1008209,6038360.0,324904,East/Southeast Asian,F,Aged 25 to 34 years,Not a youth,23,,,Assault,,,,,,1.0,None,None,None,None,None,24776
24777,2020,Oct-Dec,1042261,6031099.0,301069,Unknown or Legacy,F,Aged 35 to 44 years,Not a youth,22,,1.0,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24777
24778,2020,Jan-Mar,1059304,6006139.0,300366,Black,M,Aged 35 to 44 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,24778
24779,2020,Jan-Mar,1047469,6011062.0,318525,White,M,Aged 35 to 44 years,Not a youth,51,,,"FTA/FTC, Compliance Check & Parollee",,,,,,,None,None,None,None,None,24779
24780,2020,Apr-June,1056245,6031729.0,318525,White,M,Aged 45 to 54 years,Not a youth,XX,,,Other Statute & Other Incident Type,,,,,,,None,None,None,None,None,24780
24781,2020,July-Sept,1044678,6040384.0,318525,White,M,Aged 45 to 54 years,Not a youth,22,,,Warrant,,,,,,,None,None,None,None,None,24781
24782,2020,Jan-Mar,1010661,6047088.0,300561,White,M,Aged 35 to 44 years,Not a youth,51,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,24782
24783,2020,Oct-Dec,1057516,6059389.0,300561,White,M,Aged 35 to 44 years,Not a youth,12,,1.0,Robbery & Theft,,,,,,,None,None,None,None,None,24783
24784,2021,Apr-June,1031470,6024255.0,331560,Middle-Eastern,M,Aged 35 to 44 years,Not a youth,53,,1.0,Assault,,,,,,1.0,None,None,None,None,None,24784
24785,2021,Apr-June,1034605,6023274.0,316356,Black,F,Aged 18 to 24 years,Not a youth,43,,1.0,Weapons,,,,,,,None,None,None,None,None,24785
24786,2021,Oct-Dec,1014760,6017034.0,304083,Unknown or Legacy,M,Aged 55 to 64 years,Not a youth,XX,,,Other Statute,,,,,,1.0,None,None,None,None,None,24786
24787,2020,Jan-Mar,1038427,6055342.0,324334,Unknown or Legacy,F,Aged 35 to 44 years,Not a youth,XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,24787
24788,2020,Oct-Dec,1017758,6053297.0,315424,South Asian,M,Aged 35 to 44 years,Not a youth,XX,,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,1.0,None,None,None,None,None,24788
24789,2021,Jan-Mar,1035290,6055917.0,315424,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,24789
24790,2021,Jan-Mar,1031605,6012693.0,315424,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,24790
24791,2021,Apr-June,1047310,6033934.0,315424,East/Southeast Asian,M,Aged 35 to 44 years,Not a youth,43,,1.0,Other Offence,,,,,,,None,None,None,None,None,24791
24792,2021,July-Sept,1027386,6002328.0,307675,White,M,Aged 17 years and under,Youth (aged 17 years and under),XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,24792
24793,2020,Oct-Dec,1029799,6058338.0,327545,White,M,Aged 35 to 44 years,Not a youth,53,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24793
24794,2020,July-Sept,1029924,6012797.0,322834,White,F,Aged 25 to 34 years,Not a youth,XX,,,Warrant,,,,,,1.0,None,None,None,None,None,24794
24795,2021,July-Sept,1045985,6006656.0,301514,Indigenous,F,Aged 55 to 64 years,Not a youth,XX,,,Assault,,1.0,1.0,,1.0,,None,None,None,None,None,24795
24796,2021,July-Sept,1044077,6017552.0,320926,South Asian,M,Aged 25 to 34 years,Not a youth,XX,,,Robbery/Theft,,,,,,,None,None,None,None,None,24796
24797,2020,Oct-Dec,1001221,6024654.0,326847,White,M,Aged 35 to 44 years,Not a youth,11,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24797
24798,2021,Apr-June,1015552,6034770.0,333786,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related,,,,,,,None,None,None,None,None,24798
24799,2020,Jan-Mar,1046911,6044065.0,315113,Latino,M,Aged 55 to 64 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,24799
24800,2021,Jan-Mar,1029724,6003619.0,306968,White,F,Aged 18 to 24 years,Not a youth,23,,,Police Category - Administrative,,,,,,1.0,None,None,None,None,None,24800
24801,2020,Oct-Dec,1015440,6042188.0,308100,White,M,Aged 18 to 24 years,Not a youth,53,,1.0,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,24801
24802,2020,Oct-Dec,1051032,6023197.0,309060,South Asian,M,Aged 35 to 44 years,Not a youth,42,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24802
24803,2021,Jan-Mar,1036530,6025797.0,309060,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,42,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,,None,None,None,None,None,24803
24804,2021,Oct-Dec,1058935,6038399.0,306029,White,F,Aged 35 to 44 years,Not a youth,XX,,,Assault,,,,,,,None,None,None,None,None,24804
24805,2020,Oct-Dec,1053783,6011600.0,310227,East/Southeast Asian,F,Aged 18 to 24 years,Not a youth,52,,1.0,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24805
24806,2020,July-Sept,1019302,6031828.0,331969,White,F,Aged 25 to 34 years,Not a youth,XX,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24806
24807,2020,Jan-Mar,1057866,6062732.0,316725,Black,F,Aged 17 years and younger,Youth (aged 17 and younger),XX,,,Robbery & Theft,,,,,,,None,None,None,None,None,24807
24808,2021,July-Sept,1025049,6000055.0,316725,Black,F,Aged 17 years and under,Youth (aged 17 years and under),41,,1.0,Assault,,,,,,,None,None,None,None,None,24808
24809,2020,Jan-Mar,1053260,6034172.0,334521,Black,M,Aged 35 to 44 years,Not a youth,XX,,1.0,Warrant,,,,,,1.0,None,None,None,None,None,24809
24810,2021,Jan-Mar,1047783,6063733.0,319192,Black,M,Aged 25 to 34 years,Not a youth,23,1.0,1.0,Weapons,,,,,,,0,0,1,1,0,24810
24811,2020,Jan-Mar,1013204,6016737.0,305936,Unknown or Legacy,M,Aged 35 to 44 years,Not a youth,23,,1.0,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,24811
24812,2020,Oct-Dec,1050157,6057415.0,301368,Black,M,Aged 18 to 24 years,Not a youth,XX,,,Robbery & Theft,,,,,,1.0,None,None,None,None,None,24812
24813,2021,Apr-June,1008546,6025194.0,323339,White,M,Aged 45 to 54 years,Not a youth,41,,1.0,Assault,,,,,,,None,None,None,None,None,24813
24814,2020,Apr-June,1011985,6056919.0,310039,Middle-Eastern,M,Aged 18 to 24 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,,None,None,None,None,None,24814
24815,2020,Jan-Mar,1028017,6026678.0,333641,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,XX,,,Vehicle Related (inc. Impaired),,,,,,1.0,None,None,None,None,None,24815
24816,2020,Oct-Dec,1006855,6030951.0,333641,Unknown or Legacy,F,Aged 25 to 34 years,Not a youth,XX,,1.0,Warrant,,,,,,,None,None,None,None,None,24816
24817,2020,Oct-Dec,1010960,6044139.0,320373,East/Southeast Asian,M,Aged 25 to 34 years,Not a youth,33,,1.0,Mischief & Fraud,,1.0,,,,,None,None,None,None,None,24817
24818,2020,Jan-Mar,1034822,6038416.0,301535,East/Southeast Asian,M,Aged 55 to 64 years,Not a youth,41,,1.0,Assault & Other crimes against persons,,,1.0,,,,None,None,None,None,None,24818
24819,2021,July-Sept,1054773,6018115.0,302665,Unknown or Legacy,M,Aged 25 to 34 years,Not a youth,52,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,24819
24820,2021,Apr-June,1039452,6036906.0,319778,White,M,Aged 25 to 34 years,Not a youth,33,,1.0,Impaired,,,,,,1.0,None,None,None,None,None,24820
24821,2020,July-Sept,1042969,6002571.0,313005,Middle-Eastern,M,Aged 45 to 54 years,Not a youth,33,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24821
24822,2020,July-Sept,1049292,6035512.0,313005,Middle-Eastern,M,Aged 45 to 54 years,Not a youth,33,,,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24822
24823,2020,Oct-Dec,1036542,6034965.0,313005,Middle-Eastern,M,Aged 45 to 54 years,Not a youth,XX,,1.0,Sexual Related Crimes & Crimes Against Children,,,,,,1.0,None,None,None,None,None,24823
24824,2020,Oct-Dec,1001628,6006399.0,336692,White,F,Aged 25 to 34 years,Not a youth,11,,,Assault & Other crimes against persons,,,,,,,None,None,None,None,None,24824
24825,2020,Oct-Dec,1041295,6024379.0,336692,White,F,Aged 25 to 34 years,Not a youth,11,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24825
24826,2021,Jan-Mar,1057992,6004301.0,336692,White,F,Aged 25 to 34 years,Not a youth,22,,1.0,Assault,,,,,,,None,None,None,None,None,24826
24827,2021,Jan-Mar,1007633,6031200.0,336692,White,F,Aged 25 to 34 years,Not a youth,XX,,1.0,Police Category - Administrative,,,,,,,None,None,None,None,None,24827
24828,2020,Jan-Mar,1041587,6039490.0,309088,White,M,Aged 35 to 44 years,Not a youth,53,,1.0,Assault & Other crimes against persons,,,,,,1.0,None,None,None,None,None,24828
24829,2020,Jan-Mar,1031604,6017176.0,309088,White,M,Aged 35 to 44 years,Not a youth,53,1.0,1.0,"FTA/FTC, Compliance Check & Parollee",,,,,,,1,0,1,0,0,24829
24830,2020,Apr-June,1045072,6059854.0,309088,White,M,Aged 35 to 44 years,Not a youth,53,1.0,1.0,Assault & Other crimes against persons,,,,,,1.0,1,0,1,0,1,24830
24831,2021,July-Sept,1032807,6048952.0,309088,White,M,Aged 35 to 44 years,Not a youth,52,,1.0,FTA/FTC/Compliance Check/Parollee,,,,,,1.0,None,None,None,None,None,24831
24832,2021,July-Sept,1018670,6030691.0,320259,South Asian,M,Aged 18 to 24 years,Not a youth,XX,,1.0,Other Offence,,,,,,,None,None,None,None,None,24832
